100000;50000;20000;10000
0.0249075;0.0378699;0.36834;0.275666
0.139877;0.111828;0.297293;0.0978026
0.155391;0.18832;0.162699;0.320173
0.148656;0.144819;0.256988;0.140003
0.0840101;0.169508;0.158179;0.194822
0.200186;0.184461;0.149757;0.142094
0.0677147;0.358011;0.340367;0.176526
0.322809;0.354197;0.154042;0.118753
0.125447;0.354329;0.144841;0.351991
0.316765;0.331333;0.152455;0.141686
0.296661;0.113209;0.152781;0.119449
0.107866;0.166614;0.18441;0.321432
0.165672;0.257567;0.336328;0.151921
0.1926;0.163409;0.286634;0.132864
0.107817;0.153869;0.168677;0.150825
0.170834;0.31813;0.311599;0.334509
0.159339;0.26264;0.168795;0.182359
0.188101;0.172233;0.176479;0.338137
0.148677;0.199837;0.185654;0.162088
0.18184;0.287482;0.147724;0.156878
0.298158;0.169625;0.279461;0.144686
0.193974;0.267208;0.142147;0.185376
0.164366;0.149019;0.160549;0.280042
0.310134;0.144079;0.174169;0.331448
0.155396;0.356628;0.182046;0.185177
0.183606;0.194189;0.166455;0.364411
0.168865;0.189886;0.177978;0.198442
0.198609;0.339292;0.180894;0.163477
0.292628;0.316608;0.332134;0.132213
0.190846;0.189731;0.197033;0.180842
0.183695;0.167656;0.355106;0.1838
0.196509;0.192479;0.176615;0.304795
0.327813;0.362437;0.336025;0.171297
0.306777;0.165232;0.262955;0.140414
0.196578;0.350707;0.178967;0.183313
0.144236;0.200206;0.292493;0.108459
0.279101;0.311177;0.297343;0.137952
0.162876;0.16192;0.347665;0.190947
0.356842;0.17747;0.183388;0.19187
0.19741;0.196656;0.354431;0.175702
0.191266;0.20077;0.205949;0.361903
0.143071;0.346303;0.343748;0.174634
0.178502;0.194886;0.111483;0.35522
0.114204;0.161442;0.178275;0.192693
0.175923;0.173307;0.346522;0.329499
0.279214;0.340043;0.169132;0.180813
0.156485;0.139325;0.143321;0.320891
0.190783;0.29496;0.304201;0.32611
0.189159;0.274242;0.262524;0.258368
0.292731;0.171819;0.18375;0.187855
0.360612;0.167653;0.349909;0.168315
0.196589;0.173714;0.147004;0.33861
0.162664;0.19017;0.3528;0.161959
0.282068;0.164725;0.179778;0.0993716
0.352171;0.360439;0.276006;0.195972
0.182996;0.184211;0.157905;0.150931
0.170741;0.113487;0.19566;0.366018
0.307801;0.156489;0.357434;0.133133
0.274897;0.174011;0.151832;0.163024
0.171689;0.342086;0.167473;0.169623
